"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME"	148	-0.535506253537579	-2.51278787295609	7.33998779391108e-14	6.81150867274948e-11	5.71746417630968e-11	4878	"tags=64%, list=33%, signal=43%"	"ENSRNOG00000017552/ENSRNOG00000013874/ENSRNOG00000019970/ENSRNOG00000019949/ENSRNOG00000069581/ENSRNOG00000014582/ENSRNOG00000016411/ENSRNOG00000016896/ENSRNOG00000013845/ENSRNOG00000019511/ENSRNOG00000008555/ENSRNOG00000026528/ENSRNOG00000048698/ENSRNOG00000031041/ENSRNOG00000022234/ENSRNOG00000016220/ENSRNOG00000020869/ENSRNOG00000033152/ENSRNOG00000008546/ENSRNOG00000010164/ENSRNOG00000019453/ENSRNOG00000017418/ENSRNOG00000062588/ENSRNOG00000020354/ENSRNOG00000018774/ENSRNOG00000006968/ENSRNOG00000011494/ENSRNOG00000019106/ENSRNOG00000033625/ENSRNOG00000023344/ENSRNOG00000024845/ENSRNOG00000016580/ENSRNOG00000018057/ENSRNOG00000018547/ENSRNOG00000027503/ENSRNOG00000033803/ENSRNOG00000058909/ENSRNOG00000038045/ENSRNOG00000001148/ENSRNOG00000020659/ENSRNOG00000019165/ENSRNOG00000036695/ENSRNOG00000021005/ENSRNOG00000034237/ENSRNOG00000008373/ENSRNOG00000021035/ENSRNOG00000068956/ENSRNOG00000032825/ENSRNOG00000019971/ENSRNOG00000001611/ENSRNOG00000024603/ENSRNOG00000008140/ENSRNOG00000009378/ENSRNOG00000054626/ENSRNOG00000015989/ENSRNOG00000004196/ENSRNOG00000016961/ENSRNOG00000070974/ENSRNOG00000025936/ENSRNOG00000003797/ENSRNOG00000018645/ENSRNOG00000008279/ENSRNOG00000013508/ENSRNOG00000020595/ENSRNOG00000031315/ENSRNOG00000031859/ENSRNOG00000019007/ENSRNOG00000020975/ENSRNOG00000049330/ENSRNOG00000039297/ENSRNOG00000004426/ENSRNOG00000017127/ENSRNOG00000019578/ENSRNOG00000011893/ENSRNOG00000004107/ENSRNOG00000004214/ENSRNOG00000020464/ENSRNOG00000007663/ENSRNOG00000026260/ENSRNOG00000011138/ENSRNOG00000020674/ENSRNOG00000014272/ENSRNOG00000004741/ENSRNOG00000018680/ENSRNOG00000000490/ENSRNOG00000010189/ENSRNOG00000000957/ENSRNOG00000020618/ENSRNOG00000028993/ENSRNOG00000004401/ENSRNOG00000031947/ENSRNOG00000029512/ENSRNOG00000023529/ENSRNOG00000018795/ENSRNOG00000042740"
"GOMF_ELECTRON_TRANSFER_ACTIVITY"	106	-0.55792378983184	-2.49485933807118	1.41697483254446e-11	6.57476322300631e-09	5.51874408464686e-09	3218	"tags=47%, list=22%, signal=37%"	"ENSRNOG00000001442/ENSRNOG00000016660/ENSRNOG00000013331/ENSRNOG00000015233/ENSRNOG00000003622/ENSRNOG00000005512/ENSRNOG00000012550/ENSRNOG00000001480/ENSRNOG00000008569/ENSRNOG00000009538/ENSRNOG00000042503/ENSRNOG00000070068/ENSRNOG00000013014/ENSRNOG00000015582/ENSRNOG00000019328/ENSRNOG00000012383/ENSRNOG00000029042/ENSRNOG00000002721/ENSRNOG00000024309/ENSRNOG00000011849/ENSRNOG00000014078/ENSRNOG00000017817/ENSRNOG00000007967/ENSRNOG00000001170/ENSRNOG00000007407/ENSRNOG00000050514/ENSRNOG00000062531/ENSRNOG00000023020/ENSRNOG00000070835/ENSRNOG00000014568/ENSRNOG00000054689/ENSRNOG00000001182/ENSRNOG00000026646/ENSRNOG00000042903/ENSRNOG00000017820/ENSRNOG00000017899/ENSRNOG00000005668/ENSRNOG00000003253/ENSRNOG00000003223/ENSRNOG00000033615/ENSRNOG00000030371/ENSRNOG00000031766/ENSRNOG00000030700/ENSRNOG00000029971/ENSRNOG00000030644/ENSRNOG00000034234/ENSRNOG00000031053/ENSRNOG00000031033/ENSRNOG00000029707/ENSRNOG00000017601"
"GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	316	0.358384136879391	1.95598950315927	7.45343928925325e-10	2.30559722014234e-07	1.93527897334997e-07	2673	"tags=32%, list=18%, signal=26%"	"ENSRNOG00000006729/ENSRNOG00000010771/ENSRNOG00000005957/ENSRNOG00000005985/ENSRNOG00000017545/ENSRNOG00000055382/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000002397/ENSRNOG00000033531/ENSRNOG00000020706/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000014816/ENSRNOG00000013312/ENSRNOG00000006645/ENSRNOG00000018644/ENSRNOG00000002863/ENSRNOG00000028879/ENSRNOG00000057848/ENSRNOG00000022505/ENSRNOG00000012727/ENSRNOG00000009832/ENSRNOG00000007090/ENSRNOG00000011133/ENSRNOG00000028668/ENSRNOG00000003813/ENSRNOG00000004150/ENSRNOG00000006639/ENSRNOG00000004560/ENSRNOG00000021130/ENSRNOG00000031287/ENSRNOG00000009450/ENSRNOG00000010060/ENSRNOG00000004535/ENSRNOG00000033893/ENSRNOG00000008223/ENSRNOG00000027233/ENSRNOG00000054314/ENSRNOG00000029811/ENSRNOG00000005307/ENSRNOG00000018378/ENSRNOG00000031213/ENSRNOG00000001792/ENSRNOG00000006324/ENSRNOG00000015886/ENSRNOG00000060528/ENSRNOG00000001492/ENSRNOG00000017283/ENSRNOG00000019486/ENSRNOG00000005723/ENSRNOG00000056697/ENSRNOG00000066120/ENSRNOG00000028844/ENSRNOG00000048487/ENSRNOG00000015567/ENSRNOG00000005007/ENSRNOG00000020557/ENSRNOG00000021262/ENSRNOG00000020310/ENSRNOG00000016110/ENSRNOG00000013061/ENSRNOG00000014277/ENSRNOG00000067416/ENSRNOG00000000044/ENSRNOG00000013869/ENSRNOG00000047143/ENSRNOG00000016675/ENSRNOG00000058308/ENSRNOG00000033942/ENSRNOG00000057072/ENSRNOG00000005309/ENSRNOG00000024310/ENSRNOG00000008992/ENSRNOG00000029871/ENSRNOG00000020113/ENSRNOG00000010776/ENSRNOG00000055401/ENSRNOG00000021234/ENSRNOG00000004752/ENSRNOG00000013042/ENSRNOG00000005052/ENSRNOG00000062002/ENSRNOG00000004899/ENSRNOG00000005206/ENSRNOG00000019550/ENSRNOG00000016070/ENSRNOG00000057628/ENSRNOG00000045524/ENSRNOG00000003104/ENSRNOG00000008039/ENSRNOG00000018111/ENSRNOG00000019985/ENSRNOG00000045920/ENSRNOG00000002146/ENSRNOG00000001575/ENSRNOG00000004918"
"GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	63	-0.617386832281654	-2.51746242114087	1.04321761196702e-09	2.42026485976348e-07	2.03152903383051e-07	2877	"tags=51%, list=19%, signal=41%"	"ENSRNOG00000005512/ENSRNOG00000012550/ENSRNOG00000008569/ENSRNOG00000042503/ENSRNOG00000070068/ENSRNOG00000012383/ENSRNOG00000029042/ENSRNOG00000002721/ENSRNOG00000024309/ENSRNOG00000011849/ENSRNOG00000014078/ENSRNOG00000017817/ENSRNOG00000001170/ENSRNOG00000007407/ENSRNOG00000050514/ENSRNOG00000062531/ENSRNOG00000070835/ENSRNOG00000014568/ENSRNOG00000054689/ENSRNOG00000001182/ENSRNOG00000026646/ENSRNOG00000005668/ENSRNOG00000033615/ENSRNOG00000030371/ENSRNOG00000031766/ENSRNOG00000030700/ENSRNOG00000029971/ENSRNOG00000030644/ENSRNOG00000034234/ENSRNOG00000031053/ENSRNOG00000031033/ENSRNOG00000029707"
"GOMF_INTEGRIN_BINDING"	119	-0.394119050484051	-1.79342267128858	0.000111978816866934	0.00346387806841714	0.0029075201572467	3516	"tags=44%, list=24%, signal=34%"	"ENSRNOG00000002919/ENSRNOG00000011058/ENSRNOG00000004411/ENSRNOG00000012216/ENSRNOG00000020653/ENSRNOG00000007948/ENSRNOG00000046829/ENSRNOG00000008116/ENSRNOG00000004912/ENSRNOG00000031716/ENSRNOG00000013867/ENSRNOG00000050539/ENSRNOG00000020679/ENSRNOG00000053550/ENSRNOG00000004275/ENSRNOG00000054257/ENSRNOG00000019728/ENSRNOG00000009149/ENSRNOG00000042848/ENSRNOG00000033064/ENSRNOG00000002664/ENSRNOG00000002158/ENSRNOG00000010319/ENSRNOG00000004414/ENSRNOG00000003029/ENSRNOG00000036689/ENSRNOG00000004516/ENSRNOG00000020369/ENSRNOG00000052873/ENSRNOG00000057794/ENSRNOG00000008180/ENSRNOG00000046639/ENSRNOG00000017392/ENSRNOG00000006030/ENSRNOG00000001224/ENSRNOG00000018046/ENSRNOG00000014333/ENSRNOG00000017980/ENSRNOG00000016630/ENSRNOG00000001518/ENSRNOG00000011946/ENSRNOG00000019556/ENSRNOG00000051482/ENSRNOG00000006569/ENSRNOG00000008816/ENSRNOG00000016189/ENSRNOG00000015036/ENSRNOG00000010966/ENSRNOG00000001795/ENSRNOG00000009102/ENSRNOG00000014350/ENSRNOG00000060694"
"GOMF_POTASSIUM_CHANNEL_ACTIVITY"	96	0.386915992732908	1.78680431390369	0.000162681089879322	0.00419355698355587	0.0035200001903713	4221	"tags=46%, list=29%, signal=33%"	"ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000000368/ENSRNOG00000020706/ENSRNOG00000013312/ENSRNOG00000003813/ENSRNOG00000021130/ENSRNOG00000009450/ENSRNOG00000004535/ENSRNOG00000054314/ENSRNOG00000029811/ENSRNOG00000017283/ENSRNOG00000056697/ENSRNOG00000020310/ENSRNOG00000016110/ENSRNOG00000067416/ENSRNOG00000000044/ENSRNOG00000013869/ENSRNOG00000016675/ENSRNOG00000024310/ENSRNOG00000008992/ENSRNOG00000055401/ENSRNOG00000062002/ENSRNOG00000004899/ENSRNOG00000005206/ENSRNOG00000002146/ENSRNOG00000001575/ENSRNOG00000004918/ENSRNOG00000030910/ENSRNOG00000007645/ENSRNOG00000018790/ENSRNOG00000004077/ENSRNOG00000028991/ENSRNOG00000013781/ENSRNOG00000021056/ENSRNOG00000015264/ENSRNOG00000009872/ENSRNOG00000009542/ENSRNOG00000009265/ENSRNOG00000008078/ENSRNOG00000047363/ENSRNOG00000021140"
"GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"	122	0.367980000713495	1.77332777095155	0.000177046863633509	0.00444052674194314	0.0037273023922844	2673	"tags=31%, list=18%, signal=26%"	"ENSRNOG00000006729/ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000000368/ENSRNOG00000020706/ENSRNOG00000013312/ENSRNOG00000003813/ENSRNOG00000004150/ENSRNOG00000021130/ENSRNOG00000009450/ENSRNOG00000004535/ENSRNOG00000054314/ENSRNOG00000029811/ENSRNOG00000001792/ENSRNOG00000017283/ENSRNOG00000056697/ENSRNOG00000028844/ENSRNOG00000048487/ENSRNOG00000015567/ENSRNOG00000020310/ENSRNOG00000016110/ENSRNOG00000067416/ENSRNOG00000000044/ENSRNOG00000013869/ENSRNOG00000016675/ENSRNOG00000057072/ENSRNOG00000024310/ENSRNOG00000008992/ENSRNOG00000055401/ENSRNOG00000062002/ENSRNOG00000004899/ENSRNOG00000005206/ENSRNOG00000018111/ENSRNOG00000002146/ENSRNOG00000001575/ENSRNOG00000004918"
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS"	96	-0.403167995054796	-1.77710863795993	0.000183085988401779	0.0044711525588645	0.00375300918053509	3592	"tags=41%, list=24%, signal=31%"	"ENSRNOG00000010064/ENSRNOG00000054770/ENSRNOG00000004786/ENSRNOG00000005428/ENSRNOG00000008480/ENSRNOG00000062741/ENSRNOG00000039551/ENSRNOG00000013949/ENSRNOG00000002342/ENSRNOG00000065735/ENSRNOG00000019036/ENSRNOG00000024629/ENSRNOG00000027891/ENSRNOG00000013000/ENSRNOG00000015582/ENSRNOG00000002781/ENSRNOG00000019328/ENSRNOG00000009630/ENSRNOG00000003049/ENSRNOG00000011550/ENSRNOG00000010800/ENSRNOG00000057814/ENSRNOG00000015020/ENSRNOG00000007069/ENSRNOG00000019080/ENSRNOG00000008063/ENSRNOG00000005589/ENSRNOG00000015840/ENSRNOG00000005861/ENSRNOG00000004459/ENSRNOG00000056457/ENSRNOG00000014490/ENSRNOG00000017899/ENSRNOG00000018239/ENSRNOG00000038166/ENSRNOG00000010697/ENSRNOG00000017188/ENSRNOG00000002210/ENSRNOG00000001770"
"GOMF_ENZYME_INHIBITOR_ACTIVITY"	238	-0.316474937972766	-1.56628676266503	0.000432181459788588	0.00891254210408466	0.00748103579517088	3001	"tags=30%, list=20%, signal=24%"	"ENSRNOG00000003203/ENSRNOG00000021168/ENSRNOG00000050437/ENSRNOG00000000780/ENSRNOG00000004742/ENSRNOG00000036827/ENSRNOG00000064480/ENSRNOG00000014453/ENSRNOG00000059900/ENSRNOG00000033803/ENSRNOG00000057996/ENSRNOG00000010208/ENSRNOG00000004616/ENSRNOG00000046036/ENSRNOG00000008956/ENSRNOG00000008373/ENSRNOG00000004100/ENSRNOG00000015473/ENSRNOG00000019322/ENSRNOG00000016581/ENSRNOG00000018610/ENSRNOG00000052113/ENSRNOG00000038480/ENSRNOG00000050819/ENSRNOG00000042427/ENSRNOG00000059500/ENSRNOG00000067661/ENSRNOG00000016420/ENSRNOG00000026136/ENSRNOG00000024603/ENSRNOG00000033693/ENSRNOG00000021287/ENSRNOG00000015461/ENSRNOG00000048723/ENSRNOG00000021578/ENSRNOG00000023086/ENSRNOG00000037853/ENSRNOG00000033772/ENSRNOG00000024077/ENSRNOG00000010475/ENSRNOG00000016360/ENSRNOG00000058478/ENSRNOG00000015588/ENSRNOG00000023400/ENSRNOG00000018039/ENSRNOG00000009022/ENSRNOG00000010058/ENSRNOG00000023463/ENSRNOG00000013300/ENSRNOG00000002045/ENSRNOG00000016831/ENSRNOG00000010352/ENSRNOG00000028404/ENSRNOG00000002285/ENSRNOG00000004107/ENSRNOG00000029903/ENSRNOG00000054765/ENSRNOG00000005195/ENSRNOG00000026260/ENSRNOG00000042411/ENSRNOG00000020676/ENSRNOG00000021201/ENSRNOG00000009956/ENSRNOG00000011946/ENSRNOG00000007955/ENSRNOG00000008868/ENSRNOG00000023529/ENSRNOG00000013572/ENSRNOG00000011871/ENSRNOG00000007249/ENSRNOG00000046834"
"GOMF_ANTIOXIDANT_ACTIVITY"	57	-0.468950381839261	-1.87209248848725	0.000454542772043018	0.00897480196714724	0.00753329566207913	3834	"tags=47%, list=26%, signal=35%"	"ENSRNOG00000018886/ENSRNOG00000002115/ENSRNOG00000009575/ENSRNOG00000047708/ENSRNOG00000008178/ENSRNOG00000012576/ENSRNOG00000018289/ENSRNOG00000048812/ENSRNOG00000011140/ENSRNOG00000018237/ENSRNOG00000012183/ENSRNOG00000003763/ENSRNOG00000018454/ENSRNOG00000013507/ENSRNOG00000000850/ENSRNOG00000002911/ENSRNOG00000012772/ENSRNOG00000010461/ENSRNOG00000017194/ENSRNOG00000047098/ENSRNOG00000066585/ENSRNOG00000013604/ENSRNOG00000003869/ENSRNOG00000067799/ENSRNOG00000029886/ENSRNOG00000008364/ENSRNOG00000052564"
